storage_code,dna_extraction,storage_location,unique_ID,bombus_species,leg_or_swab,sex,floral_host,latitude_utm,longitude_utm,elevation,state,county,date_collected,temperature,wind_speed,cloud_cover,site_name,collector,notes,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,mlb-chosenvalley-22aug21-fervidus-01-swab,fervidus,swab,female,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-fervidus-01-leg,fervidus,leg,female,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-fervidus-02-swab,fervidus,swab,female,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-fervidus-02-leg,fervidus,leg,female,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-fervidus-03-swab,fervidus,swab,female,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-fervidus-03-leg,fervidus,leg,female,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-fervidus-04-swab,fervidus,swab,female,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-fervidus-04-leg,fervidus,leg,female,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-fervidus-05-swab,fervidus,swab,female,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-fervidus-05-leg,fervidus,leg,female,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-fervidus-06-swab,fervidus,swab,male,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-fervidus-06-leg,fervidus,leg,male,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-impatiens-01-swab,impatiens,swab,female,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-impatiens-01-leg,impatiens,leg,female,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-fervidus-07-swab,fervidus,swab,male,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-fervidus-07-leg,fervidus,leg,male,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-fervidus-08-swab,fervidus,swab,female,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-chosenvalley-22aug21-fervidus-08-leg,fervidus,leg,female,cirsium discolor,,,,minnesota ,fillmore,22-08-21,69,9,0,chosen valley,mlb,,
,,,mlb-dodge-19aug21-fervidus-01-swab,fervidus,swab,male,cirsium discolor,,,,minnesota ,dakota,19-08-21,90,10,30,dodge nature preserve,mlb,,
,,,mlb-dodge-19aug21-fervidus-01-leg,fervidus,leg,male,cirsium discolor,,,,minnesota ,dakota,19-08-21,90,10,30,dodge nature preserve,mlb,,
,,,mlb-dodge-19aug21-fervidus-02-swab,fervidus,swab,male,cirsium discolor,,,,minnesota ,dakota,19-08-21,90,10,30,dodge nature preserve,mlb,,
,,,mlb-dodge-19aug21-fervidus-02-leg,fervidus,leg,male,cirsium discolor,,,,minnesota ,dakota,19-08-21,90,10,30,dodge nature preserve,mlb,,
,,,mlb-dodge-19aug21-fervidus-03-swab,fervidus,swab,male,cirsium discolor,,,,minnesota ,dakota,19-08-21,90,10,30,dodge nature preserve,mlb,,
,,,mlb-dodge-19aug21-fervidus-03-leg,fervidus,leg,male,cirsium discolor,,,,minnesota ,dakota,19-08-21,90,10,30,dodge nature preserve,mlb,,
,,,mlb-dodge-19aug21-fervidus-04-swab,fervidus,swab,male,cirsium discolor,,,,minnesota ,dakota,19-08-21,90,10,30,dodge nature preserve,mlb,,
,,,mlb-dodge-19aug21-fervidus-04-leg,fervidus,leg,male,cirsium discolor,,,,minnesota ,dakota,19-08-21,90,10,30,dodge nature preserve,mlb,,
,,,mlb-kroschel-31aug21-impatiens-01-swab,impatiens,swab,female,solidago canadensis,,,,minnesota ,kanabec,31-08-21,64,3,5,kroschel wma,mlb,,
,,,mlb-kroschel-31aug21-impatiens-01-leg,impatiens,leg,female,solidago canadensis,,,,minnesota ,kanabec,31-08-21,64,3,5,kroschel wma,mlb,,
,,,mlb-kroschel-31aug21-impatiens-02-swab,impatiens,swab,female,solidago canadensis,,,,minnesota ,kanabec,31-08-21,64,3,5,kroschel wma,mlb,,
,,,mlb-kroschel-31aug21-impatiens-02-leg,impatiens,leg,female,solidago canadensis,,,,minnesota ,kanabec,31-08-21,64,3,5,kroschel wma,mlb,,
,,,mlb-kroschel-31aug21-fervidus-01-swab,fervidus,swab,female,trifolium pratense,,,,minnesota ,kanabec,31-08-21,64,3,5,kroschel wma,mlb,,
,,,mlb-kroschel-31aug21-fervidus-01-leg,fervidus,leg,female,trifolium pratense,,,,minnesota ,kanabec,31-08-21,,,,,,,
,,,mlb-kroschel-31aug21-fervidus-02-swab,fervidus,swab,female,trifolium pratense,,,,minnesota ,kanabec,31-08-21,,,,,,,
,,,mlb-kroschel-31aug21-fervidus-02-leg,fervidus,leg,female,trifolium pratense,,,,minnesota ,kanabec,31-08-21,,,,,,,
